('age'  'workclass'  'education'  'education-num'),0.7881142098273572,0.294418849095
('age'  'workclass'  'education'  'marital-status'),0.8230411686586986,0.245942245227
('age'  'workclass'  'education'  'occupation'),0.7951527224435591,0.284510473094
('age'  'workclass'  'education'  'capital-gain'),0.8031208499335989,0.273858718279
('age'  'workclass'  'education'  'capital-loss'),0.7932270916334662,0.288563012081
('age'  'workclass'  'education'  'race'),0.7895086321381142,0.293867321505
('age'  'workclass'  'education'  'native-country'),0.7881142098273572,0.295673874432
('age'  'workclass'  'education'  'hours-per-week'),0.7943559096945552,0.287120579974
('age'  'workclass'  'education'  'sex'),0.799601593625498,0.281754770594
('age'  'workclass'  'education-num'  'marital-status'),0.8230411686586986,0.245942245227
('age'  'workclass'  'education-num'  'occupation'),0.7951527224435591,0.284510473094
('age'  'workclass'  'education-num'  'capital-gain'),0.8031208499335989,0.273858718279
('age'  'workclass'  'education-num'  'capital-loss'),0.7932270916334662,0.288563012081
('age'  'workclass'  'education-num'  'race'),0.7895086321381142,0.293867321505
('age'  'workclass'  'education-num'  'native-country'),0.7881142098273572,0.295673874432
('age'  'workclass'  'education-num'  'hours-per-week'),0.7943559096945552,0.287120579974
('age'  'workclass'  'education-num'  'sex'),0.799601593625498,0.281754770594
('age'  'workclass'  'marital-status'  'occupation'),0.8192563081009296,0.252852088242
('age'  'workclass'  'marital-status'  'capital-gain'),0.80199203187251,0.259766874059
('age'  'workclass'  'marital-status'  'capital-loss'),0.7875166002656042,0.275779876991
('age'  'workclass'  'marital-status'  'race'),0.7822045152722443,0.281158435547
('age'  'workclass'  'marital-status'  'native-country'),0.7803452855245684,0.282500947053
('age'  'workclass'  'marital-status'  'hours-per-week'),0.7867861885790173,0.274688319905
('age'  'workclass'  'marital-status'  'sex'),0.7790172642762284,0.282579051906
('age'  'workclass'  'occupation'  'capital-gain'),0.7938247011952191,0.278298115339
('age'  'workclass'  'occupation'  'capital-loss'),0.7820053120849934,0.294187262455
('age'  'workclass'  'occupation'  'race'),0.7756972111553785,0.299858655086
('age'  'workclass'  'occupation'  'native-country'),0.7747011952191235,0.301871332588
('age'  'workclass'  'occupation'  'hours-per-week'),0.7835989375830014,0.293123453885
('age'  'workclass'  'occupation'  'sex'),0.7945551128818061,0.286715067816
('age'  'workclass'  'capital-gain'  'capital-loss'),0.80398406374502,0.291727883294
('age'  'workclass'  'capital-gain'  'race'),0.7924302788844622,0.300912721733
('age'  'workclass'  'capital-gain'  'native-country'),0.7925630810092962,0.304153948533
